HWT
timestamp,GHI,DHI,Aussentemperatur ,Solarthermie_Erzeugung,Bedarf_thermisch ,Strompreis,PV_Erzeugung,Bedarf_elektrisch
2019-04-01 11:20:00,332,299.666666666667,14.2666666666667,109.685359230038,16082.9852886182,0.0381,3300.7628366119,9486.47379788341
2019-04-01 11:25:00,333,300.583333333333,14.4333333333333,110.910615526866,16005.5840518476,0.03733,3309.99140181888,9479.66371737846
2019-04-01 11:30:00,334,301.5,14.6,112.135871823693,15928.1828150771,0.03656,3318.13639293468,9472.8536368735
2019-04-01 11:35:00,335,302.416666666667,14.7666666666667,113.361128120521,15845.5640762655,0.03579,3325.19052859556,9504.93438400772
2019-04-01 11:40:00,336,303.333333333333,14.9333333333333,114.586384417348,15762.945337454,0.03502,3331.15235858914,9537.01513114194
2019-04-01 11:45:00,337,304.25,15.1,115.811640714176,15653.0811924352,0.03425,3336.02623238836,9569.09587827615
2019-04-01 11:50:00,338,305.166666666667,15.2666666666667,117.036897011004,15543.2170474164,0.03348,3339.8221815116,9669.37315272756
2019-04-01 11:55:00,339,306.083333333333,15.4333333333333,118.262153307831,15419.3956101614,0.03271,3342.55571918431,9769.65042717897
2019-04-01 12:00:00,340,307,15.6,119.487409604659,15295.5741729065,0.03194,3344.24755481624,9869.92770163038
2019-04-01 12:05:00,349,309.333333333333,15.625,125.09341539613,15360.2926667089,0.0315633333333333,3427.04083543634,9903.70158328301
2019-04-01 12:10:00,358,311.666666666667,15.65,130.699421187602,15425.0111605112,0.0311866666666667,3509.48057277594,9937.47546493564
2019-04-01 12:15:00,367,314,15.675,136.305426979073,15169.0777268725,0.03081,3591.75710481825,9971.24934658826
2019-04-01 12:20:00,376,316.333333333333,15.7,141.911432770545,14913.1442932337,0.0304333333333333,3674.06003779174,9899.19336884057
2019-04-01 12:25:00,385,318.666666666667,15.725,147.517438562016,14723.6811294993,0.0300566666666667,3756.57714890762,9827.13739109288
2019-04-01 12:30:00,394,321,15.75,153.123444353488,14534.2179657648,0.02968,3839.4932944613,9755.08141334519
2019-04-01 12:35:00,403,323.333333333333,15.775,158.729450144959,14409.6109068347,0.0293033333333333,3922.98947037078,9610.22572447195
2019-04-01 12:40:00,412,325.666666666667,15.8,164.335455936431,14285.0038479045,0.0289266666666667,4007.24188850963,9465.37003559871
2019-04-01 12:45:00,421,328,15.825,169.941461727902,14022.7465484615,0.02855,4092.42114008169,9320.51434672548
2019-04-01 12:50:00,430,330.333333333333,15.85,175.547467519374,13760.4892490184,0.0281733333333333,4178.69150795111,9285.86147097548
2019-04-01 12:55:00,439,332.666666666667,15.875,181.153473310845,13734.5116424573,0.0277966666666667,4266.21029122348,9251.20859522548
2019-04-01 13:00:00,448,335,15.9,186.759479102317,13708.5340358961,0.02742,4355.1272945945,9216.55571947549
2019-04-01 13:05:00,443.333333333333,330.75,16.0583333333333,183.790722048827,13544.8264464248,0.0271108333333333,4315.72558520747,9251.92954619062
2019-04-01 13:10:00,438.666666666667,326.5,16.2166666666667,180.821964995338,13381.1188569536,0.0268016666666667,4276.90799125838,9287.30337290576
2019-04-01 13:15:00,434,322.25,16.375,177.853207941848,13426.175627197,0.0264925,4238.70855445943,9322.67719962089
2019-04-01 13:20:00,429.333333333333,318,16.5333333333333,174.884450888359,13471.2323974404,0.0261833333333333,4201.15532328982,9327.06564659127
2019-04-01 13:25:00,424.666666666667,313.75,16.6916666666667,171.915693834869,13368.152797467,0.0258741666666667,4164.27027050507,9331.45409356165
2019-04-01 13:30:00,420,309.5,16.85,168.94693678138,13265.0731974936,0.025565,4128.06934685389,9335.84254053203
2019-04-01 13:35:00,415.333333333333,305.25,17.0083333333333,165.978179727891,13209.8124047484,0.0252558333333333,4092.56247141759,9323.46861141078
2019-04-01 13:40:00,410.666666666667,301,17.1666666666667,163.009422674401,13154.5516120033,0.0249466666666667,4057.75354117891,9311.09468228953
2019-04-01 13:45:00,406,296.75,17.325,160.040665620912,12934.1456664551,0.0246375,4023.64042448102,9298.72075316828
2019-04-01 13:50:00,401.333333333333,292.5,17.4833333333333,157.071908567422,12713.739720907,0.0243283333333333,3990.21492759939,9339.37967551598
2019-04-01 13:55:00,396.666666666667,288.25,17.6416666666667,154.103151513933,12604.7610766485,0.0240191666666667,3957.46271518933,9380.03859786367
2019-04-01 14:00:00,392,284,17.8,151.134394460443,12495.7824323901,0.02371,3925.36316830352,9420.69752021137
2019-04-01 14:05:00,384.916666666667,282.166666666667,17.7916666666667,146.732189913675,12319.9058377458,0.0233616666666667,3847.59607909225,9470.50347111182
2019-04-01 14:10:00,377.833333333333,280.333333333333,17.7833333333333,142.329985366906,12144.0292431016,0.0230133333333333,3767.83533505017,9520.30942201227
2019-04-01 14:15:00,370.75,278.5,17.775,137.927780820138,12215.4297628907,0.022665,3686.05570573215,9570.11537291272
2019-04-01 14:20:00,363.666666666667,276.666666666667,17.7666666666667,133.525576273369,12286.8302826798,0.0223166666666667,3602.23203794611,9532.74527378391
2019-04-01 14:25:00,356.583333333333,274.833333333333,17.7583333333333,129.123371726601,12212.2101690609,0.0219683333333333,3516.33906049604,9495.37517465511
2019-04-01 14:30:00,349.5,273,17.75,124.721167179832,12137.5900554419,0.02162,3428.35115405308,9458.00507552631
2019-04-01 14:35:00,342.416666666667,271.166666666667,17.7416666666667,120.318962633064,12167.5216409911,0.0212716666666667,3338.24201640315,9555.03116360771
2019-04-01 14:40:00,335.333333333333,269.333333333333,17.7333333333333,115.916758086295,12197.4532265403,0.0209233333333333,3245.98441978775,9652.05725168911
2019-04-01 14:45:00,328.25,267.5,17.725,111.514553539527,12181.0173586712,0.020575,3151.54971201723,9749.08333977051
2019-04-01 14:50:00,321.166666666667,265.666666666667,17.7166666666667,107.112348992759,12164.5814908022,0.0202266666666667,3054.90740251709,9587.63774717137
2019-04-01 14:55:00,314.083333333333,263.833333333333,17.7083333333333,102.71014444599,12113.1405788015,0.0198783333333333,2956.02460322121,9426.19215457223
2019-04-01 15:00:00,307,262,17.7,98.3079398992215,12061.6996668008,0.01953,2861.16580391028,9264.74656197309
2019-04-01 15:05:00,298.083333333333,254.333333333333,17.7083333333333,91.9965227169618,11954.7840293113,0.0194983333333333,2804.51639544658,9231.28195140519
2019-04-01 15:10:00,289.166666666667,246.666666666667,17.7166666666667,85.685105534702,11847.8683918219,0.0194666666666667,2747.05365565856,9197.81734083729
2019-04-01 15:15:00,280.25,239,17.725,79.3736883524422,11738.6503561465,0.019435,2688.77208218986,9164.35273026939
2019-04-01 15:20:00,271.333333333333,231.333333333333,17.7333333333333,73.0622711701824,11629.432320471,0.0194033333333333,2629.66471922077,9155.65973118071
2019-04-01 15:25:00,262.416666666667,223.666666666667,17.7416666666667,66.7508539879227,11525.6373741064,0.0193716666666667,2569.72289926802,9146.96673209202
2019-04-01 15:30:00,253.5,216,17.75,60.4394368056629,11421.8424277418,0.01934,2508.93595481885,9138.27373300333
2019-04-01 15:35:00,244.583333333333,208.333333333333,17.7583333333333,54.1280196234031,11423.0782505888,0.0193083333333333,2447.29084455273,9136.18185962111
2019-04-01 15:40:00,235.666666666667,200.666666666667,17.7666666666667,47.8166024411434,11424.3140734358,0.0192766666666667,2384.77171414189,9134.08998623888
2019-04-01 15:45:00,226.75,193,17.775,41.5051852588836,11394.9444068827,0.019245,2321.35933970843,9131.99811285666
2019-04-01 15:50:00,217.833333333333,185.333333333333,17.7833333333333,35.1937680766238,11365.5747403296,0.0192133333333333,2257.0304527935,9173.4997005839
2019-04-01 15:55:00,208.916666666667,177.666666666667,17.7916666666667,28.882350894364,11252.4629146707,0.0191816666666667,2191.75688829397,9215.00128831114
2019-04-01 16:00:00,200,170,17.8,22.5709337121043,11139.3510890119,0.01915,2125.50451404878,9256.50287603838
2019-04-01 16:05:00,190.666666666667,162.833333333333,17.775,20.6900225694289,11159.7862974025,0.0190591666666667,2007.68165235889,9318.19159144529
2019-04-01 16:10:00,181.333333333333,155.666666666667,17.75,18.8091114267536,11180.2215057931,0.0189683333333333,1888.77717663639,9379.8803068522
2019-04-01 16:15:00,172,148.5,17.725,16.9282002840782,11159.5327628891,0.0188775,1768.8932516457,9441.56902225911
2019-04-01 16:20:00,162.666666666667,141.333333333333,17.7,15.0472891414028,11138.8440199851,0.0187866666666667,1648.13986939429,9497.06785507968
2019-04-01 16:25:00,153.333333333333,134.166666666667,17.675,13.1663779987275,11168.6088545777,0.0186958333333333,1526.63709004685,9552.56668790024
2019-04-01 16:30:00,144,127,17.65,11.2854668560521,11198.3736891704,0.018605,1404.51815274265,9608.0655207208
2019-04-01 16:35:00,134.666666666667,119.833333333333,17.625,9.40455571337678,11152.617493901,0.0185141666666667,1281.9338742685,9589.2960642822
2019-04-01 16:40:00,125.333333333333,112.666666666667,17.6,7.52364457070142,11106.8612986316,0.0184233333333333,1159.0589648024,9570.52660784361
2019-04-01 16:45:00,116,105.5,17.575,5.64273342802607,11115.3031227116,0.0183325,1036.10125888277,9551.75715140502
2019-04-01 16:50:00,106.666666666667,98.3333333333333,17.55,3.76182228535071,11123.7449467915,0.0182416666666667,913.315458461144,9618.09000757966
2019-04-01 16:55:00,97.3333333333333,91.1666666666667,17.525,1.88091114267536,11069.5630923928,0.0181508333333333,791.024049332219,9684.4228637543
2019-04-01 17:00:00,88,84,17.5,0,11015.381237994,0.01806,669.64982985193,9750.75571992894
2019-04-01 17:05:00,81.5833333333333,77.9166666666667,17.4166666666667,0,11049.2255286739,0.0205525,597.51597356714,9991.15152378296
2019-04-01 17:10:00,75.1666666666667,71.8333333333333,17.3333333333333,0,11083.0698193538,0.023045,524.341762817485,10231.547327637
2019-04-01 17:15:00,68.75,65.75,17.25,0,11048.6984063542,0.0255375,449.942626415091,10471.943131491
2019-04-01 17:20:00,62.3333333333333,59.6666666666667,17.1666666666667,0,11014.3269933545,0.02803,377.828338226228,10508.837857483
2019-04-01 17:25:00,55.9166666666667,53.5833333333333,17.0833333333333,0,11047.1147835009,0.0305225,333.686766368865,10545.732583475
2019-04-01 17:30:00,49.5,47.5,17,0,11079.9025736473,0.033015,290.020727627964,10582.627309467
2019-04-01 17:35:00,43.0833333333333,41.4166666666667,16.9166666666667,0,11087.0161388199,0.0355075,247.118779189159,10672.5214387087
2019-04-01 17:40:00,36.6666666666667,35.3333333333333,16.8333333333333,0,11094.1297039926,0.038,205.707127886557,10762.4155679504
2019-04-01 17:45:00,30.25,29.25,16.75,0,11163.9938156512,0.0404925,165.264561036958,10852.3096971921
2019-04-01 17:50:00,23.8333333333333,23.1666666666667,16.6666666666667,0,11233.8579273098,0.042985,109.679328020138,10822.071822774
2019-04-01 17:55:00,17.4166666666667,17.0833333333333,16.5833333333333,0,11379.4552797576,0.0454775,0,10791.8339483559
2019-04-01 18:00:00,11,11,16.5,0,11525.0526322054,0.04797,0,10761.5960739378
2019-04-01 18:05:00,10.0833333333333,10.0833333333333,16.1833333333333,0,11549.412123732,0.0486941666666667,0,10595.1517784962
2019-04-01 18:10:00,9.16666666666667,9.16666666666667,15.8666666666667,0,11573.7716152587,0.0494183333333333,0,10428.7074830547
2019-04-01 18:15:00,8.25,8.25,15.55,0,11556.9891033757,0.0501425,0,10262.2631876132
2019-04-01 18:20:00,7.33333333333333,7.33333333333333,15.2333333333333,0,11540.2065914928,0.0508666666666667,0,10140.5051827763
2019-04-01 18:25:00,6.41666666666667,6.41666666666667,14.9166666666667,0,11511.231184281,0.0515908333333333,0,10018.7471779394
2019-04-01 18:30:00,5.5,5.5,14.6,0,11482.2557770692,0.052315,0,9896.98917310251
2019-04-01 18:35:00,4.58333333333333,4.58333333333333,14.2833333333333,0,11494.7964423915,0.0530391666666667,0,9991.48863791635
2019-04-01 18:40:00,3.66666666666667,3.66666666666667,13.9666666666667,0,11507.3371077139,0.0537633333333333,0,10085.9881027302
